city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population,estimated_population_2019,is_last,order_for_place,place_type,state,media_movel,variacao_semanal
Campo Largo do Piauí,2202174.0,519,7098.89208,2022-03-26,0.0154,8,7311.0,7279.0,True,670,city,PI,404.0,-0.3162055335968379
Campo Maior,2202208.0,6817,14537.35099,2022-03-26,0.0246,168,46893.0,46833.0,True,719,city,PI,1366.0,81.13253012048193
Canavieira,2202251.0,305,7733.26572,2022-03-26,0.023,7,3944.0,3950.0,True,560,city,PI,1338.2857142857142,-0.3887775551102205
Canto do Buriti,2202307.0,1604,7545.39467,2022-03-26,0.0312,50,21258.0,21187.0,True,697,city,PI,1488.7142857142858,1.9110707803992741
Capitão de Campos,2202406.0,852,7444.29882,2022-03-26,0.0352,30,11445.0,11417.0,True,673,city,PI,1574.142857142857,2.354330708661417
Capitão Gervásio Oliveira,2202455.0,144,3500.24307,2022-03-26,0.0764,11,4114.0,4100.0,True,671,city,PI,1537.0,-0.6435643564356436
Caracol,2202505.0,442,4031.37541,2022-03-26,0.0385,17,10964.0,10916.0,True,709,city,PI,1526.142857142857,-0.14671814671814676
Caraúbas do Piauí,2202539.0,194,3293.71817,2022-03-26,0.0619,12,5890.0,5868.0,True,664,city,PI,1479.7142857142858,-0.6262042389210019
Caridade do Piauí,2202554.0,749,14729.59685,2022-03-26,0.0067,5,5085.0,5067.0,True,654,city,PI,612.8571428571429,-0.8901276221211677
Castelo do Piauí,2202604.0,2249,11407.5577,2022-03-26,0.0173,39,19715.0,19716.0,True,699,city,PI,890.5714285714286,6.3737704918032785
Caxingó,2202653.0,157,2880.20547,2022-03-26,0.0127,2,5451.0,5424.0,True,659,city,PI,683.8571428571429,-0.9021197007481296
Cocal,2202703.0,1568,5631.17256,2022-03-26,0.0319,50,27845.0,27787.0,True,688,city,PI,786.1428571428571,0.84037558685446
Cocal de Telha,2202711.0,625,12757.70565,2022-03-26,0.0208,13,4899.0,4891.0,True,684,city,PI,854.8571428571429,3.3402777777777777
Cocal dos Alves,2202729.0,425,6890.40208,2022-03-26,0.0165,7,6168.0,6153.0,True,690,city,PI,852.4285714285714,-0.038461538461538436
Coivaras,2202737.0,340,8432.53968,2022-03-26,0.0176,6,4032.0,4020.0,True,685,city,PI,873.2857142857143,0.7525773195876289
Colônia do Gurguéia,2202752.0,690,10589.3186,2022-03-26,0.0203,14,6516.0,6484.0,True,702,city,PI,864.8571428571429,-0.07877169559412545
Colônia do Piauí,2202778.0,770,10050.90719,2022-03-26,0.0065,5,7661.0,7656.0,True,690,city,PI,653.5714285714286,-0.6576256113828368
Conceição do Canindé,2202802.0,527,10963.1787,2022-03-26,0.0133,7,4807.0,4803.0,True,629,city,PI,706.4285714285714,2.356687898089172
Coronel José Dias,2202851.0,131,2796.15795,2022-03-26,0.0458,6,4685.0,4682.0,True,639,city,PI,501.14285714285717,-0.9164540816326531
Corrente,2202901.0,2065,7731.47628,2022-03-26,0.0169,35,26709.0,26644.0,True,695,city,PI,706.8571428571429,2.304
Cristalândia do Piauí,2203008.0,70,841.04289,2022-03-26,0.0571,4,8323.0,8294.0,True,603,city,PI,656.1428571428571,-0.8352941176470589
Cristino Castro,2203107.0,1059,10139.79318,2022-03-26,0.0123,13,10444.0,10423.0,True,669,city,PI,758.8571428571429,2.114705882352941
Curimatá,2203206.0,1212,10607.38666,2022-03-26,0.0149,18,11426.0,11388.0,True,673,city,PI,833.4285714285714,0.7565217391304349
Currais,2203230.0,386,7769.72625,2022-03-26,0.0078,3,4968.0,4954.0,True,685,city,PI,778.5714285714286,-0.49870129870129876
Curralinhos,2203255.0,509,11415.1155,2022-03-26,0.0059,3,4459.0,4443.0,True,664,city,PI,776.0,-0.034155597722960174
Curral Novo do Piauí,2203271.0,309,5757.40637,2022-03-26,0.0065,2,5367.0,5343.0,True,666,city,PI,801.4285714285714,1.3587786259541983
Demerval Lobão,2203305.0,3806,27500.0,2022-03-26,0.0102,39,13840.0,13817.0,True,706,city,PI,1050.142857142857,0.8430992736077483
Dirceu Arcoverde,2203354.0,308,4381.84664,2022-03-26,0.0325,10,7029.0,7011.0,True,676,city,PI,1084.142857142857,3.4000000000000004
Dom Expedito Lopes,2203404.0,655,9462.58307,2022-03-26,0.0183,12,6922.0,6904.0,True,681,city,PI,1026.4285714285713,-0.3814919735599622
Domingos Mourão,2203420.0,276,6338.99862,2022-03-26,0.0145,4,4354.0,4355.0,True,669,city,PI,892.7142857142857,-0.7722772277227723
Dom Inocêncio,2203453.0,321,3355.98536,2022-03-26,0.0218,7,9565.0,9556.0,True,674,city,PI,883.4285714285714,-0.16839378238341973
Elesbão Veloso,2203503.0,716,4912.52144,2022-03-26,0.0461,33,14575.0,14602.0,True,696,city,PI,913.0,0.40667976424361485
Eliseu Martins,2203602.0,301,6105.47667,2022-03-26,0.0532,16,4930.0,4915.0,True,621,city,PI,911.8571428571429,-0.02588996763754048
Esperantina,2203701.0,2945,7390.58422,2022-03-26,0.0316,93,39848.0,39737.0,True,705,city,PI,788.8571428571429,-0.2262217551234892
Fartura do Piauí,2203750.0,189,3553.29949,2022-03-26,0.0317,6,5319.0,5307.0,True,695,city,PI,771.8571428571429,-0.38636363636363635
Flores do Piauí,2203800.0,188,4213.35724,2022-03-26,0.0266,5,4462.0,4463.0,True,655,city,PI,705.1428571428571,-0.7129770992366412
Floresta do Piauí,2203859.0,101,3945.3125,2022-03-26,0.0396,4,2560.0,2558.0,True,651,city,PI,680.1428571428571,-0.6340579710144927
Floriano,2203909.0,9801,16328.19658,2022-03-26,0.0184,180,60025.0,59935.0,True,703,city,PI,2034.4285714285713,29.53271028037383
Francinópolis,2204006.0,76,1421.35777,2022-03-26,0.0789,6,5347.0,5348.0,True,705,city,PI,1943.0,-0.8938547486033519
Francisco Ayres,2204105.0,436,10085.58871,2022-03-26,0.0161,7,4323.0,4348.0,True,692,city,PI,1962.2857142857142,0.44850498338870426
Francisco Macedo,2204154.0,501,15656.25,2022-03-26,0.012,6,3200.0,3184.0,True,610,city,PI,1613.142857142857,-0.8298811544991511
Francisco Santos,2204204.0,692,7383.69612,2022-03-26,0.0116,8,9372.0,9319.0,True,689,city,PI,1685.0,2.6613756613756614
Fronteiras,2204303.0,1091,9357.57784,2022-03-26,0.0101,11,11659.0,11625.0,True,684,city,PI,1814.0,4.803191489361702
Geminiano,2204352.0,517,9468.86447,2022-03-26,0.0116,6,5460.0,5442.0,True,642,city,PI,1873.4285714285713,4.118811881188119
Gilbués,2204402.0,908,8490.74247,2022-03-26,0.0077,7,10694.0,10690.0,True,667,city,PI,603.0,-0.9073563922048771
Guadalupe,2204501.0,1474,14042.10727,2022-03-26,0.019,28,10497.0,10499.0,True,666,city,PI,802.7142857142857,18.394736842105264
Guaribas,2204550.0,108,2364.2732,2022-03-26,0.0185,2,4568.0,4562.0,True,622,city,PI,755.8571428571429,-0.7522935779816513
Hugo Napoleão,2204600.0,811,20907.45037,2022-03-26,0.0111,9,3879.0,3877.0,True,673,city,PI,800.1428571428571,0.6187624750499001
Ilha Grande,2204659.0,1292,13661.83779,2022-03-26,0.0163,21,9457.0,9426.0,True,698,city,PI,885.8571428571429,0.8670520231213872
Inhuma,2204709.0,1778,11606.50173,2022-03-26,0.0157,28,15319.0,15308.0,True,706,city,PI,984.0,0.6296975252062329
Ipiranga do Piauí,2204808.0,846,8599.3088,2022-03-26,0.0225,19,9838.0,9811.0,True,684,city,PI,1031.0,0.6363636363636365
Isaías Coelho,2204907.0,914,10670.09106,2022-03-26,0.0098,9,8566.0,8549.0,True,664,city,PI,1031.857142857143,0.0066079295154184425
Itainópolis,2205003.0,1394,12068.2192,2022-03-26,0.0093,13,11551.0,11530.0,True,668,city,PI,1020.4285714285714,-0.05427408412483037
Itaueira,2205102.0,206,1867.97243,2022-03-26,0.1311,27,11028.0,11019.0,True,702,city,PI,1034.4285714285713,0.9074074074074074
Jacobina do Piauí,2205151.0,402,7016.9314,2022-03-26,0.01,4,5729.0,5741.0,True,634,city,PI,976.0,-0.5043156596794081
Jaicós,2205201.0,2513,13109.02452,2022-03-26,0.0167,42,19170.0,19104.0,True,673,city,PI,1150.4285714285713,0.945046439628483
Jardim do Mulato,2205250.0,278,6159.98227,2022-03-26,0.0144,4,4513.0,4504.0,True,593,city,PI,936.1428571428571,-0.843644544431946
Jatobá do Piauí,2205276.0,385,7897.4359,2022-03-26,0.026,10,4875.0,4865.0,True,654,city,PI,870.2857142857143,-0.5449172576832151
Jerumenha,2205300.0,211,4744.77176,2022-03-26,0.0332,7,4447.0,4452.0,True,659,city,PI,769.8571428571429,-0.7691466083150984
João Costa,2205359.0,319,10615.6406,2022-03-26,0.0125,4,3005.0,3008.0,True,597,city,PI,616.2857142857143,-0.7711621233859397
Joaquim Pires,2205409.0,1682,11700.05565,2022-03-26,0.019,32,14376.0,14354.0,True,672,city,PI,827.1428571428571,7.16504854368932
Joca Marques,2205458.0,613,11214.78229,2022-03-26,0.0131,8,5466.0,5443.0,True,645,city,PI,857.2857142857143,0.5248756218905473
José de Freitas,2205508.0,6718,17078.50315,2022-03-26,0.0131,88,39336.0,39208.0,True,698,city,PI,1458.0,1.673298846000796
Juazeiro do Piauí,2205516.0,532,9699.17958,2022-03-26,0.0075,4,5485.0,5478.0,True,673,city,PI,1494.2857142857142,0.9136690647482015
Júlio Borges,2205524.0,150,2659.57447,2022-03-26,0.1,15,5640.0,5627.0,True,690,city,PI,1460.7142857142858,-0.6103896103896104
Jurema,2205532.0,307,6426.62759,2022-03-26,0.0228,7,4777.0,4763.0,True,632,city,PI,1474.4285714285713,0.4549763033175356
Lagoa Alegre,2205557.0,374,4360.49901,2022-03-26,0.0348,13,8577.0,8542.0,True,644,city,PI,1482.2857142857142,0.17241379310344818
Lagoa de São Francisco,2205573.0,605,8927.25395,2022-03-26,0.0066,4,6777.0,6758.0,True,662,city,PI,1328.4285714285713,-0.6403091557669441
Lagoa do Barro do Piauí,2205565.0,1065,22873.71134,2022-03-26,0.0085,9,4656.0,4655.0,True,703,city,PI,1393.0,0.7373572593800979
Lagoa do Piauí,2205581.0,1057,25938.65031,2022-03-26,0.0057,6,4075.0,4064.0,True,679,city,PI,584.2857142857143,-0.8426615064007145
Lagoa do Sítio,2205599.0,97,1866.10235,2022-03-26,0.134,13,5198.0,5177.0,True,676,city,PI,522.1428571428571,-0.8176691729323309
Lagoinha do Piauí,2205540.0,395,13820.85374,2022-03-26,0.0228,9,2858.0,2845.0,True,656,city,PI,557.1428571428571,1.6333333333333333
Landri Sales,2205607.0,1211,22922.58187,2022-03-26,0.019,23,5283.0,5295.0,True,677,city,PI,686.2857142857143,2.9446254071661238
Luís Correia,2205706.0,2148,7056.96826,2022-03-26,0.0307,66,30438.0,30311.0,True,705,city,PI,939.7142857142857,4.74331550802139
Luzilândia,2205805.0,2755,10802.2271,2022-03-26,0.0221,61,25504.0,25486.0,True,699,city,PI,1246.857142857143,3.553719008264463
Madeiro,2205854.0,412,4938.86358,2022-03-26,0.0146,6,8342.0,8310.0,True,668,city,PI,1153.5714285714287,-0.6131455399061032
Manoel Emídio,2205904.0,504,9418.80022,2022-03-26,0.0377,19,5351.0,5349.0,True,698,city,PI,1074.5714285714287,-0.5231788079470199
Marcolândia,2205953.0,993,11623.55145,2022-03-26,0.0211,21,8543.0,8492.0,True,682,city,PI,1202.5714285714287,9.237113402061855
Marcos Parente,2206001.0,396,8709.03893,2022-03-26,0.0227,9,4547.0,4549.0,True,688,city,PI,1202.7142857142858,0.0025316455696202667
Massapê do Piauí,2206050.0,344,5334.16033,2022-03-26,0.0087,3,6449.0,6441.0,True,645,city,PI,1078.857142857143,-0.7159372419488026
Matias Olímpio,2206100.0,728,6643.54809,2022-03-26,0.0192,14,10958.0,10936.0,True,679,city,PI,876.0,-0.6610800744878957
Miguel Alves,2206209.0,2294,6780.36237,2022-03-26,0.0166,38,33833.0,33760.0,True,702,city,PI,810.1428571428571,-0.16733212341197823
Miguel Leão,2206308.0,289,23268.9211,2022-03-26,0.0104,3,1242.0,1246.0,True,637,city,PI,792.5714285714286,-0.29854368932038833
Milton Brandão,2206357.0,322,4872.88136,2022-03-26,0.0093,3,6608.0,6613.0,True,666,city,PI,766.5714285714286,-0.36111111111111116
Monsenhor Gil,2206407.0,1819,17218.85649,2022-03-26,0.0242,44,10564.0,10564.0,True,695,city,PI,884.5714285714286,0.8318227593152066
Monsenhor Hipólito,2206506.0,786,10119.73735,2022-03-26,0.0076,6,7767.0,7749.0,True,690,city,PI,940.2857142857143,0.9848484848484849
Monte Alegre do Piauí,2206605.0,1192,11229.39237,2022-03-26,0.0159,19,10615.0,10613.0,True,651,city,PI,1061.4285714285713,2.4651162790697674
Morro Cabeça no Tempo,2206654.0,166,3664.45916,2022-03-26,0.0241,4,4530.0,4532.0,True,694,city,PI,981.1428571428571,-0.771978021978022
Morro do Chapéu do Piauí,2206670.0,1147,16840.40523,2022-03-26,0.0061,7,6811.0,6796.0,True,683,city,PI,817.2857142857143,-0.5
Murici dos Portelas,2206696.0,330,3583.45097,2022-03-26,0.0333,11,9209.0,9159.0,True,646,city,PI,823.1428571428571,0.1418685121107266
Nazaré do Piauí,2206704.0,455,6214.14914,2022-03-26,0.033,15,7322.0,7339.0,True,699,city,PI,842.1428571428571,0.4130434782608696
Nazária,2206720.0,454,5277.84236,2022-03-26,0.0419,19,8602.0,8570.0,True,701,city,PI,647.1428571428571,-0.7504123144584937
Nossa Senhora de Nazaré,2206753.0,596,12185.64711,2022-03-26,0.0319,19,4891.0,4870.0,True,648,city,PI,620.0,-0.24173027989821882
Nossa Senhora dos Remédios,2206803.0,947,10856.35676,2022-03-26,0.0169,16,8723.0,8692.0,True,673,city,PI,585.0,-0.20553691275167785
Nova Santa Rita,2207959.0,151,3445.12891,2022-03-26,0.0265,4,4383.0,4374.0,True,674,city,PI,582.8571428571429,-0.09036144578313254
Novo Oriente do Piauí,2206902.0,426,6497.86455,2022-03-26,0.0305,13,6556.0,6565.0,True,641,city,PI,479.85714285714283,-0.6285963382737576
Novo Santo Antônio,2206951.0,281,9357.30936,2022-03-26,0.0178,5,3003.0,2991.0,True,669,city,PI,472.85714285714283,-0.14848484848484844
Oeiras,2207009.0,6021,16235.6748,2022-03-26,0.0151,91,37085.0,37029.0,True,697,city,PI,1268.0,12.232967032967032
Olho D'Água do Piauí,2207108.0,291,11790.92382,2022-03-26,0.0103,3,2468.0,2459.0,True,674,city,PI,1244.7142857142858,-0.3590308370044053
Padre Marcos,2207207.0,529,7696.78452,2022-03-26,0.017,9,6873.0,6868.0,True,672,city,PI,1235.142857142857,-0.11241610738255037
Paes Landim,2207306.0,240,5816.77169,2022-03-26,0.0333,8,4126.0,4129.0,True,651,city,PI,1134.142857142857,-0.7465681098204857
Pajeú do Piauí,2207355.0,104,3055.22914,2022-03-26,0.0865,9,3404.0,3389.0,True,642,city,PI,1127.4285714285713,-0.3112582781456954
Palmeira do Piauí,2207405.0,237,4706.11597,2022-03-26,0.0253,6,5036.0,5043.0,True,650,city,PI,1100.4285714285713,-0.4436619718309859
Palmeirais,2207504.0,332,2275.99918,2022-03-26,0.0723,24,14587.0,14539.0,True,694,city,PI,1107.7142857142858,0.18149466192170816
Paquetá,2207553.0,196,4978.40996,2022-03-26,0.0459,9,3937.0,3945.0,True,631,city,PI,275.57142857142856,-0.9674472678956983
Parnaguá,2207603.0,327,3022.46049,2022-03-26,0.0306,10,10819.0,10791.0,True,672,city,PI,280.7142857142857,0.12371134020618557
Parnaíba,2207702.0,19497,12703.11828,2022-03-26,0.0247,482,153482.0,153078.0,True,725,city,PI,2990.4285714285716,35.85633270321361
Passagem Franca do Piauí,2207751.0,258,5968.07772,2022-03-26,0.0426,11,4323.0,4313.0,True,674,city,PI,2993.0,0.07499999999999996
Patos do Piauí,2207777.0,453,7071.49547,2022-03-26,0.0265,12,6406.0,6392.0,True,652,city,PI,3042.8571428571427,3.355769230769231
Pau D'Arco do Piauí,2207793.0,458,11266.91267,2022-03-26,0.0109,5,4065.0,4045.0,True,678,city,PI,3074.4285714285716,0.9324894514767932
Paulistana,2207801.0,1308,6363.72482,2022-03-26,0.0138,18,20554.0,20523.0,True,673,city,PI,3213.8571428571427,2.9397590361445785
Pavussu,2207850.0,502,13682.20223,2022-03-26,0.0299,15,3669.0,3677.0,True,677,city,PI,3257.5714285714284,1.5612244897959182
Pedro II,2207900.0,5046,13012.53288,2022-03-26,0.0228,115,38778.0,38742.0,True,703,city,PI,3931.714285714286,14.431192660550458
Pedro Laurentino,2207934.0,80,3144.65409,2022-03-26,0.025,2,2544.0,2536.0,True,672,city,PI,1157.857142857143,-0.9958968046366108
Picos,2208007.0,11630,14828.32043,2022-03-26,0.0156,182,78431.0,78222.0,True,707,city,PI,2782.4285714285716,44.07751937984496
Pimenteiras,2208106.0,1332,10972.89727,2022-03-26,0.0233,31,12139.0,12127.0,True,709,city,PI,2908.0,1.9403973509933774
Pio IX,2208205.0,1708,9252.93895,2022-03-26,0.0135,23,18459.0,18425.0,True,695,city,PI,3086.5714285714284,2.7292576419213974
Piracuruca,2208304.0,3021,10462.70001,2022-03-26,0.0351,106,28874.0,28791.0,True,716,city,PI,3331.285714285714,1.3096330275229358
Piripiri,2208403.0,13766,21581.19993,2022-03-26,0.0152,209,63787.0,63742.0,True,697,city,PI,5226.142857142857,26.422310756972113
Porto,2208502.0,553,4386.10406,2022-03-26,0.0271,15,12608.0,12568.0,True,689,city,PI,4584.285714285715,-0.8904082441537852
Porto Alegre do Piauí,2208551.0,186,6838.23529,2022-03-26,0.0215,4,2720.0,2710.0,True,620,city,PI,4599.428571428572,1.3250000000000002
Prata do Piauí,2208601.0,265,8412.69841,2022-03-26,0.0189,5,3150.0,3151.0,True,652,city,PI,2975.8571428571427,-0.9772141014617369
Queimada Nova,2208650.0,750,8317.62227,2022-03-26,0.008,6,9017.0,8992.0,True,694,city,PI,2892.714285714286,-0.4369369369369369
Redenção do Gurguéia,2208700.0,890,10118.23556,2022-03-26,0.0236,21,8796.0,8778.0,True,684,city,PI,2775.8571428571427,-0.47892271662763464
Regeneração,2208809.0,1071,5956.94977,2022-03-26,0.0243,26,17979.0,17978.0,True,689,city,PI,2497.285714285714,-0.6454816285998014
Riacho Frio,2208858.0,138,3202.59921,2022-03-26,0.0362,5,4309.0,4312.0,True,605,city,PI,550.4285714285714,-0.9899753014673834
Ribeira do Piauí,2208874.0,46,1024.95544,2022-03-26,0.1522,7,4488.0,4477.0,True,704,city,PI,478.0,-0.9168173598553345
Ribeiro Gonçalves,2208908.0,968,13123.64425,2022-03-26,0.0165,16,7376.0,7341.0,True,679,city,PI,589.7142857142857,4.204301075268817
Rio Grande do Piauí,2209005.0,484,7523.70589,2022-03-26,0.0186,9,6433.0,6432.0,True,697,city,PI,621.0,0.8264150943396227
Santa Cruz do Piauí,2209104.0,877,14038.73859,2022-03-26,0.0171,15,6247.0,6240.0,True,672,city,PI,639.1428571428571,0.16933333333333334
Santa Cruz dos Milagres,2209153.0,289,7165.88148,2022-03-26,0.0069,2,4033.0,4019.0,True,631,city,PI,553.2857142857143,-0.6752808988764045
Santa Filomena,2209203.0,148,2366.48545,2022-03-26,0.027,4,6254.0,6253.0,True,664,city,PI,421.42857142857144,-0.861811391223156
Santa Luz,2209302.0,260,4420.26522,2022-03-26,0.0308,8,5882.0,5860.0,True,686,city,PI,438.85714285714283,0.8840579710144927
Santana do Piauí,2209351.0,285,6139.595,2022-03-26,0.0246,7,4642.0,4634.0,True,665,city,PI,473.0,5.195652173913044
Santa Rosa do Piauí,2209377.0,193,3672.69267,2022-03-26,0.0311,6,5255.0,5257.0,True,642,city,PI,362.2857142857143,-0.8006198347107438
Santo Antônio de Lisboa,2209401.0,125,1940.69244,2022-03-26,0.04,5,6441.0,6415.0,True,672,city,PI,311.0,-0.7417355371900827
Santo Antônio dos Milagres,2209450.0,266,12280.70175,2022-03-26,0.0113,3,2166.0,2161.0,True,652,city,PI,223.71428571428572,-0.6966932725199544
Santo Inácio do Piauí,2209500.0,283,7441.49356,2022-03-26,0.0212,6,3803.0,3798.0,True,647,city,PI,222.85714285714286,-0.02076124567474047
São Braz do Piauí,2209559.0,106,2381.48731,2022-03-26,0.1226,13,4451.0,4448.0,True,625,city,PI,216.85714285714286,-0.28378378378378377
São Félix do Piauí,2209609.0,426,14529.33151,2022-03-26,0.0094,4,2932.0,2942.0,True,632,city,PI,240.57142857142858,0.6384615384615384
São Francisco de Assis do Piauí,2209658.0,142,2457.17252,2022-03-26,0.0211,3,5779.0,5755.0,True,668,city,PI,220.14285714285714,-0.5017543859649123
São Francisco do Piauí,2209708.0,229,3566.97819,2022-03-26,0.0437,10,6420.0,6423.0,True,696,city,PI,225.28571428571428,0.18652849740932642
São Gonçalo do Gurguéia,2209757.0,231,7556.42787,2022-03-26,0.0216,5,3057.0,3041.0,True,642,city,PI,240.42857142857142,0.8480000000000001
São Gonçalo do Piauí,2209807.0,469,9324.05567,2022-03-26,0.0171,8,5030.0,5015.0,True,690,city,PI,269.42857142857144,0.763157894736842
São João da Canabrava,2209856.0,622,13480.71088,2022-03-26,0.0129,8,4614.0,4608.0,True,677,city,PI,317.85714285714283,1.197879858657244
São João da Fronteira,2209872.0,267,4403.0343,2022-03-26,0.0262,7,6064.0,6042.0,True,684,city,PI,340.85714285714283,1.518867924528302
São João da Serra,2209906.0,431,7040.18295,2022-03-26,0.0394,17,6122.0,6139.0,True,657,city,PI,341.57142857142856,0.011737089201877993
São João da Varjota,2209955.0,362,7466.9967,2022-03-26,0.0055,2,4848.0,4840.0,True,634,city,PI,373.0,1.5492957746478875
São João do Arraial,2209971.0,930,11570.0423,2022-03-26,0.0108,10,8038.0,7989.0,True,662,city,PI,473.14285714285717,3.0611353711790397
São João do Piauí,2210003.0,3644,17636.24044,2022-03-26,0.0104,38,20662.0,20601.0,True,691,city,PI,960.7142857142857,14.774891774891774
São José do Divino,2210052.0,356,6649.23422,2022-03-26,0.0365,13,5354.0,5346.0,True,726,city,PI,944.5714285714286,-0.2409381663113006
São José do Peixe,2210102.0,306,8179.63111,2022-03-26,0.0098,3,3741.0,3745.0,True,685,city,PI,899.4285714285714,-0.5080385852090032
São José do Piauí,2210201.0,250,3731.34328,2022-03-26,0.036,9,6700.0,6705.0,True,705,city,PI,897.0,-0.06367041198501877
São Julião,2210300.0,362,5681.99655,2022-03-26,0.0387,14,6371.0,6363.0,True,692,city,PI,887.1428571428571,-0.16009280742459397
São Lourenço do Piauí,2210359.0,69,1507.53769,2022-03-26,0.0435,3,4577.0,4573.0,True,693,city,PI,845.2857142857143,-0.8093922651933702
São Luis do Piauí,2210375.0,189,7142.85714,2022-03-26,0.0053,1,2646.0,2644.0,True,685,city,PI,739.4285714285714,-0.7967741935483871
São Miguel da Baixa Grande,2210383.0,196,7986.96007,2022-03-26,0.0153,3,2454.0,2452.0,True,690,city,PI,246.85714285714286,-0.9462129527991219
São Miguel do Fidalgo,2210391.0,216,7109.94075,2022-03-26,0.0185,4,3038.0,3039.0,True,631,city,PI,226.85714285714286,-0.3932584269662921
São Miguel do Tapuio,2210409.0,666,3775.72425,2022-03-26,0.021,14,17639.0,17662.0,True,664,city,PI,278.2857142857143,1.176470588235294
São Pedro do Piauí,2210508.0,2077,14500.13963,2022-03-26,0.0154,32,14324.0,14291.0,True,694,city,PI,539.2857142857143,7.308
São Raimundo Nonato,2210607.0,4345,12458.06692,2022-03-26,0.0157,68,34877.0,34710.0,True,708,city,PI,1108.2857142857142,11.002762430939226
Sebastião Barros,2210623.0,25,724.4277,2022-03-26,0.12,3,3451.0,3469.0,True,638,city,PI,1102.0,-0.6376811594202898
Sebastião Leal,2210631.0,570,13246.57216,2022-03-26,0.0158,9,4303.0,4294.0,True,628,city,PI,1156.4285714285713,2.015873015873016
Sigefredo Pacheco,2210656.0,464,4613.24319,2022-03-26,0.0323,15,10058.0,10041.0,True,678,city,PI,1194.7142857142858,1.3673469387755102
Simões,2210706.0,994,6785.44611,2022-03-26,0.0151,15,14649.0,14633.0,True,664,city,PI,1305.857142857143,3.601851851851852
Simplício Mendes,2210805.0,2000,15691.19724,2022-03-26,0.025,50,12746.0,12711.0,True,683,city,PI,1496.4285714285713,2.003003003003003
Socorro do Piauí,2210904.0,218,4777.55862,2022-03-26,0.0321,7,4563.0,4569.0,True,679,city,PI,1230.857142857143,-0.895040924410207
Sussuapara,2210938.0,558,8245.89922,2022-03-26,0.0251,14,6767.0,6730.0,True,658,city,PI,689.8571428571429,-0.8715765247410817
Tamboril do Piauí,2210953.0,56,1911.91533,2022-03-26,0.1429,8,2929.0,2919.0,True,629,city,PI,694.2857142857143,1.2400000000000002
Tanque do Piauí,2210979.0,422,15218.17526,2022-03-26,0.0024,1,2773.0,2765.0,True,643,city,PI,673.1428571428571,-0.2596491228070176
Teresina,2211001.0,119192,13730.61083,2022-03-26,0.0232,2760,868075.0,864845.0,True,734,city,PI,17634.285714285714,255.87931034482756
União,2211100.0,2577,5782.04582,2022-03-26,0.0279,72,44569.0,44485.0,True,704,city,PI,17860.428571428572,1.5925553319919517
Uruçuí,2211209.0,4084,18859.38582,2022-03-26,0.0169,69,21655.0,21558.0,True,695,city,PI,18158.14285714286,1.0419999999999998
Valença do Piauí,2211308.0,2193,10478.28372,2022-03-26,0.0342,75,20929.0,20918.0,True,691,city,PI,18440.285714285714,9.059633027522937
Várzea Branca,2211357.0,204,4131.22722,2022-03-26,0.0588,12,4938.0,4947.0,True,666,city,PI,18389.714285714286,-0.6344086021505376
Várzea Grande,2211407.0,561,12790.69767,2022-03-26,0.0018,1,4386.0,4391.0,True,697,city,PI,18461.85714285714,9.017857142857142
Vera Mendes,2211506.0,400,12987.01299,2022-03-26,0.0075,3,3080.0,3077.0,True,681,city,PI,18458.714285714286,-0.05213270142180093
Vila Nova do Piauí,2211605.0,349,11822.49322,2022-03-26,0.0086,3,2952.0,2971.0,True,689,city,PI,1481.142857142857,-0.9970719511376602
Wall Ferraz,2211704.0,335,7492.73093,2022-03-26,0.009,3,4471.0,4462.0,True,642,city,PI,1160.857142857143,-0.8700038804811796
,22.0,367515,11199.6721,2022-03-26,0.021,7721,3281480.0,3273227.0,True,738,state,PI,53079.57142857143,88.98898139079334
,41.0,2407125,20900.91553,2022-03-26,0.0178,42894,11516840.0,11433957.0,False,743,state,PR,396641.28571428574,1096.640218878249
,33.0,2078648,11969.51156,2022-03-26,0.035,72650,17366189.0,17264943.0,False,736,state,RJ,693561.8571428572,10188.450980392157
,24.0,495749,14027.33036,2022-03-26,0.0164,8119,3534165.0,3506853.0,True,695,state,RN,764303.0,882.6880570409983
,11.0,391787,21808.83515,2022-03-26,0.0183,7172,1796460.0,1777225.0,False,716,state,RO,820215.4285714285,978.4675
,14.0,155062,24566.96257,2022-03-26,0.0138,2144,631181.0,605761.0,True,720,state,RR,842317.2857142857,443.30372492836676
,43.0,2262947,19810.49067,2022-03-26,0.0172,38985,11422973.0,11377239.0,False,731,state,RS,1165547.5714285714,6754.065671641791
,42.0,1670970,23039.91092,2022-03-26,0.013,21648,7252502.0,7164788.0,False,745,state,SC,1351755.4285714286,3.5466715644259414
,28.0,325084,14019.35983,2022-03-26,0.0194,6307,2318822.0,2298696.0,False,732,state,SE,1054321.0,-0.8649492652022641
,35.0,5228413,11295.07094,2022-03-26,0.032,167107,46289333.0,45919049.0,False,742,state,SP,1504287.4285714286,1.5152950379284995
,12.0,123776,13837.91519,2022-03-25,0.0161,1992,894470.0,881935.0,False,720,state,AC,1451148.4285714286,-0.7503252654064859
,27.0,295916,8829.24671,2022-03-25,0.0232,6866,3351543.0,3337357.0,False,745,state,AL,1437452.5714285714,-0.24470184054090616
